,invokname,was_cold,latency
383,image_40,False,7.4414544105529785
384,lin_pack_75,False,0.2635772228240967
385,train_100,False,9.326148986816406
386,train_75,False,10.265959024429321
387,json_100,False,0.3754613399505615
388,train_40,False,9.129258632659912
389,json_10,False,0.5182528495788574
390,dd_75,False,0.513458251953125
391,hello_100,False,1.2551701068878174
392,image_75,False,7.140145540237427
393,aes_40,False,0.8739974498748779
394,hello_40,False,0.307161808013916
395,train_100,False,9.62911605834961
396,gzip_75,False,0.5001168251037598
397,image_75,False,7.029448747634888
398,aes_75,False,0.8101065158843994
399,train_100,False,9.458951711654663
400,lin_pack_40,False,0.29599905014038086
401,cham_10,False,0.3307836055755615
402,dd_10,False,0.5082542896270752
403,hello_75,False,1.2448368072509766
404,dd_100,False,1.2870967388153076
405,cham_100,False,0.7009949684143066
406,aes_75,False,1.523916244506836
407,json_75,False,0.4533405303955078
408,float_75,False,0.2682628631591797
409,gzip_75,False,0.6310012340545654
410,train_100,False,8.983145713806152
411,cham_100,False,0.32885098457336426
412,lin_pack_10,True,1.8966679573059082
413,cnn_75,False,2.3480587005615234
414,float_40,False,0.27189064025878906
415,aes_40,False,0.8173537254333496
416,cham_100,False,0.2745964527130127
417,cham_75,False,0.27136683464050293
418,gzip_100,False,0.6002471446990967
419,hello_75,False,0.4938545227050781
420,aes_75,False,0.6551671028137207
421,lin_pack_100,False,0.2785015106201172
422,lin_pack_75,False,0.27648377418518066
423,cnn_100,False,2.984114170074463
424,json_100,False,0.38306570053100586
425,gzip_75,False,0.6031701564788818
426,image_100,False,6.7476112842559814
427,gzip_40,False,0.6159288883209229
428,cham_75,False,0.3872227668762207
429,hello_40,False,0.21543359756469727
430,cnn_100,False,2.4671409130096436
431,cham_75,False,0.2848060131072998
432,image_100,False,6.822129726409912
433,image_100,False,6.925736427307129
434,cnn_40,False,2.059483289718628
435,hello_100,False,0.2815060615539551
436,float_100,False,0.23668432235717773
437,gzip_40,False,0.953636646270752
438,train_75,False,9.587249994277954
439,hello_75,False,0.5299336910247803
440,aes_100,False,0.7767200469970703
441,image_100,False,7.180039167404175
442,hello_40,False,0.23086977005004883
443,image_100,True,9.376729965209961
444,float_100,False,0.37503743171691895
445,cnn_75,False,2.1420392990112305
446,lin_pack_75,False,0.29022884368896484
447,image_100,False,6.889153003692627
448,train_100,False,9.737311363220215
449,cnn_75,False,2.8141260147094727
450,json_40,False,0.414142370223999
451,train_100,False,9.625272035598755
452,json_40,False,0.3937969207763672
453,aes_100,False,0.7688908576965332
454,lin_pack_75,False,0.3326432704925537
455,train_100,False,10.272214889526367
456,hello_100,False,0.4538888931274414
457,train_100,False,9.986811637878418
458,dd_40,False,0.5472157001495361
459,train_100,True,18.07159733772278
460,gzip_100,False,1.3004157543182373
461,train_75,False,11.642825365066528
462,gzip_100,True,5.064230442047119
463,train_100,True,15.096009016036987
464,cham_100,False,0.574460506439209
465,cham_75,False,0.8905019760131836
466,json_75,False,0.7724277973175049
467,hello_75,False,0.8527159690856934
468,aes_100,False,0.930511474609375
469,json_75,False,0.512702226638794
470,lin_pack_75,False,0.28421998023986816
471,image_40,False,6.788992643356323
472,dd_75,False,0.5538690090179443
473,cham_100,False,1.3353393077850342
474,aes_10,False,1.24415922164917
475,aes_100,False,0.8790328502655029
476,train_100,False,9.208134651184082
477,lin_pack_100,False,0.26517701148986816
478,gzip_100,False,0.5908918380737305
479,float_75,False,0.41509008407592773
480,cnn_40,False,2.1590147018432617
481,gzip_100,False,0.5003161430358887
482,image_40,False,7.733037948608398
483,json_40,False,0.5095570087432861
484,json_75,False,0.28705382347106934
485,gzip_75,False,0.6120905876159668
486,cnn_40,False,2.392845392227173
487,train_75,False,9.486957550048828
488,train_10,False,9.718138694763184
489,cham_75,False,0.2758145332336426
490,gzip_100,False,0.7690787315368652
491,lin_pack_75,False,0.49540114402770996
492,cham_75,False,0.2767977714538574
493,json_40,False,0.3062589168548584
494,json_100,False,0.7050707340240479
495,lin_pack_100,False,0.2946150302886963
496,cham_100,False,0.25779294967651367
497,cham_100,False,0.2942008972167969
498,float_100,False,0.2558634281158447
499,cham_75,False,0.2898385524749756
500,float_100,False,0.27023887634277344
501,cham_40,False,0.3172876834869385
502,json_100,False,0.3813292980194092
503,aes_10,False,0.8446362018585205
504,cham_100,False,0.38454341888427734
505,aes_100,False,0.7570004463195801
506,dd_75,False,0.5202462673187256
507,dd_75,False,1.7152612209320068
508,lin_pack_75,False,0.5665528774261475
509,json_75,False,0.5569841861724854
510,cnn_75,False,4.151840686798096
511,cham_40,False,0.7665395736694336
512,gzip_40,False,0.6509931087493896
513,cham_75,False,0.4381837844848633
514,image_100,False,6.696624755859375
515,aes_75,False,0.8436844348907471
516,dd_40,False,0.4369180202484131
517,cnn_40,False,3.1003661155700684
518,float_100,False,0.45191192626953125
519,json_75,False,0.5422782897949219
520,cnn_75,False,2.5169031620025635
521,json_100,False,0.3952932357788086
522,gzip_10,False,0.6178364753723145
523,hello_40,False,0.3517904281616211
524,float_40,False,0.26434755325317383
525,json_75,False,1.0406196117401123
526,json_75,True,3.03769588470459
527,image_100,False,6.994532823562622
528,dd_10,False,0.9709944725036621
529,json_100,False,0.510317325592041
530,cnn_40,False,3.3535311222076416
531,image_75,False,7.026172637939453
532,cnn_100,False,2.894772529602051
533,aes_100,False,0.8680224418640137
534,json_75,False,0.5622677803039551
535,train_100,False,9.776566743850708
536,float_75,False,0.2631959915161133
537,dd_100,False,0.501995325088501
538,train_75,False,9.97844672203064
539,float_40,False,0.5633211135864258
540,gzip_100,False,0.5420656204223633
541,cham_75,False,0.28583431243896484
542,cnn_75,False,2.502326726913452
543,cham_40,False,0.2881042957305908
544,cham_100,False,0.27373385429382324
545,cham_100,False,0.2407670021057129
546,gzip_100,False,0.6815204620361328
547,hello_100,False,0.2201395034790039
548,train_40,False,8.789791584014893
549,cnn_75,False,2.633010149002075
550,gzip_100,False,0.5720236301422119
551,image_100,False,6.935848236083984
552,cham_100,False,0.3126838207244873
553,gzip_100,False,0.6058597564697266
554,gzip_40,False,0.7013115882873535
555,json_75,False,1.2829501628875732
556,cham_100,False,0.28490376472473145
557,gzip_75,False,0.5794029235839844
558,gzip_75,False,0.8727428913116455
559,lin_pack_100,False,0.291440486907959
560,float_75,False,0.26146960258483887
561,dd_75,False,0.5187854766845703
562,float_40,False,1.340257167816162
563,hello_40,False,0.7306475639343262
564,json_75,False,0.5960414409637451
565,train_100,False,9.702331781387329
566,float_10,False,0.26672935485839844
567,image_10,False,6.751658201217651
568,lin_pack_75,False,0.28302621841430664
569,train_100,False,9.618363380432129
570,gzip_100,False,0.6059269905090332
571,gzip_75,False,0.7702634334564209
572,train_75,False,9.784585237503052
573,gzip_100,False,0.5944249629974365
574,dd_100,False,0.5439071655273438
575,gzip_100,False,1.5150146484375
576,json_75,False,0.761552095413208
577,cnn_75,False,3.2091400623321533
578,hello_10,True,1.9787542819976807
579,image_100,False,7.555252313613892
580,hello_40,False,0.31824254989624023
581,dd_40,False,0.5310544967651367
582,cham_10,False,1.2252228260040283
583,lin_pack_100,False,0.5967488288879395
584,image_100,False,7.051004648208618
585,cham_40,False,0.29886364936828613
586,float_75,False,0.25703978538513184
587,train_75,False,9.112187385559082
588,image_100,False,7.058975458145142
589,hello_100,False,0.23185062408447266
590,cnn_100,False,2.7601468563079834
591,lin_pack_100,False,0.23887896537780762
592,hello_40,False,0.23190927505493164
593,lin_pack_75,False,0.2788355350494385
594,train_75,False,9.303438425064087
595,dd_75,False,0.4709005355834961
596,train_75,True,18.884474754333496
597,float_40,False,1.8811407089233398
598,json_100,False,1.6949644088745117
599,cnn_75,False,3.7675745487213135
600,aes_100,False,1.0471091270446777
601,cham_75,False,0.4652831554412842
602,dd_100,False,1.550710916519165
603,hello_100,False,1.7040021419525146
604,image_75,False,7.514765024185181
605,gzip_75,False,0.8213615417480469
606,cnn_40,False,2.5964725017547607
607,dd_100,False,0.5030708312988281
608,float_40,False,1.1235270500183105
609,train_75,False,10.165711402893066
610,json_10,False,0.6056373119354248
611,image_75,False,6.837010860443115
612,cham_75,False,0.26467347145080566
613,train_100,False,9.753820180892944
614,float_75,False,0.46529531478881836
615,float_100,False,0.22251510620117188
616,hello_100,False,0.23346924781799316
617,dd_100,False,0.45104098320007324
618,json_40,False,1.0765385627746582
619,cnn_100,False,3.0852081775665283
620,gzip_75,False,0.6056258678436279
621,float_40,False,0.4056110382080078
622,hello_100,False,0.35220766067504883
623,image_40,False,7.593904733657837
624,image_100,False,6.611525297164917
625,hello_100,False,0.30440616607666016
626,gzip_75,False,0.6997389793395996
627,image_100,False,6.999131917953491
628,gzip_75,False,0.5897297859191895
629,train_100,False,9.348588943481445
630,train_100,False,9.724878549575806
631,float_40,False,0.22774243354797363
632,gzip_40,False,0.8936920166015625
633,image_100,False,7.208668947219849
634,cnn_100,False,2.7482407093048096
635,lin_pack_100,False,0.3377950191497803
636,gzip_40,False,0.5305976867675781
637,image_75,False,6.816845893859863
638,cnn_75,False,4.195554256439209
639,lin_pack_75,False,1.1331961154937744
640,float_100,False,0.5151863098144531
641,hello_40,False,0.24170851707458496
642,gzip_75,False,0.568511962890625
643,hello_40,False,0.3693201541900635
644,lin_pack_100,False,0.25726938247680664
645,float_75,False,0.363814115524292
646,lin_pack_40,False,0.26906728744506836
647,cham_100,False,0.3093452453613281
648,float_75,False,0.21992230415344238
649,train_40,False,9.105151176452637
650,cham_75,False,0.33204221725463867
651,image_100,False,7.1455910205841064
652,cham_75,False,0.2793843746185303
653,hello_40,False,0.22778725624084473
654,aes_100,False,0.8084728717803955
655,cham_40,False,0.29355621337890625
656,hello_100,False,0.23996901512145996
657,cham_100,False,0.3405497074127197
658,aes_100,False,0.7247757911682129
659,lin_pack_75,False,0.2805213928222656
660,train_40,True,11.789828062057495
661,lin_pack_75,False,0.3502676486968994
662,cham_10,False,0.411907434463501
663,cham_75,False,0.31908369064331055
664,image_100,False,6.859709978103638
665,json_100,False,0.4215404987335205
666,aes_100,False,0.7696821689605713
667,lin_pack_100,False,0.28293609619140625
668,lin_pack_100,False,0.21362543106079102
669,dd_75,False,0.5547854900360107
670,train_75,False,10.82057499885559
671,float_40,False,0.6410396099090576
672,cnn_40,False,2.5339009761810303
673,hello_10,False,0.26267576217651367
674,float_100,False,0.2855401039123535
675,cnn_100,,4.206606149673462
676,gzip_100,False,0.5460636615753174
677,aes_100,False,0.8991856575012207
678,gzip_100,False,0.5162522792816162
679,gzip_100,False,0.6933834552764893
680,lin_pack_100,False,0.4622931480407715
681,hello_100,False,0.4799487590789795
682,cnn_75,False,3.2725307941436768
683,json_10,False,0.6188709735870361
684,gzip_100,False,0.7111144065856934
685,train_100,False,9.054682970046997
686,gzip_75,False,0.667921781539917
687,train_100,False,10.127567052841187
688,gzip_75,False,0.9182956218719482
689,dd_75,False,0.5381004810333252
690,dd_40,False,1.3040533065795898
691,json_75,False,0.923358678817749
692,image_75,False,7.1122777462005615
693,cham_75,False,0.8176934719085693
694,gzip_75,False,0.6458389759063721
695,dd_100,False,0.5990860462188721
696,cham_100,False,1.221841812133789
697,dd_40,False,0.913543701171875
698,cham_100,False,0.10629081726074219
699,image_100,False,7.825446605682373
700,cnn_100,False,2.1259636878967285
701,image_100,False,6.78944730758667
702,image_100,False,6.859800577163696
703,lin_pack_100,False,0.23191428184509277
704,hello_75,False,0.30281567573547363
705,float_40,False,0.2529475688934326
706,aes_100,False,0.8053016662597656
707,float_100,False,0.25640153884887695
708,hello_10,False,0.2582361698150635
709,image_100,False,6.963488578796387
710,hello_100,False,0.24399447441101074
711,json_75,False,0.5968260765075684
712,json_75,False,0.88395094871521
713,json_75,False,0.40163493156433105
714,json_75,False,0.6634271144866943
715,image_75,False,6.5267040729522705
716,hello_75,False,0.25177860260009766
717,lin_pack_100,False,0.3456242084503174
718,dd_75,False,0.5260603427886963
719,dd_100,False,2.876488208770752
720,cham_75,False,0.7685799598693848
721,cnn_100,False,3.844400405883789
722,cham_10,False,0.6673557758331299
723,lin_pack_40,False,0.825230598449707
724,cnn_75,,4.899288654327393
725,train_100,False,9.078284978866577
726,lin_pack_75,False,0.22485756874084473
727,json_100,False,0.7576336860656738
728,gzip_75,False,0.6059970855712891
729,json_40,False,0.9963283538818359
730,gzip_100,False,0.7806930541992188
731,float_100,False,0.5833015441894531
732,cnn_40,False,2.6175005435943604
733,aes_100,False,0.7652175426483154
734,train_100,False,9.148627758026123
735,float_75,False,0.267974853515625
736,gzip_100,False,0.6162021160125732
737,float_100,False,0.3509540557861328
738,cham_75,False,0.26741886138916016
739,cham_75,False,0.27320170402526855
740,gzip_10,True,6.216938257217407
741,dd_75,False,0.7603800296783447
742,hello_100,False,0.3283650875091553
743,dd_40,False,1.1353957653045654
744,dd_40,False,0.6000781059265137
745,lin_pack_75,False,2.367586612701416
746,train_10,False,10.375952005386353
747,float_75,False,1.0771293640136719
748,aes_75,False,1.1436691284179688
749,dd_100,False,0.5346555709838867
750,float_100,False,1.2549045085906982
751,lin_pack_100,False,0.7188394069671631
752,cham_75,False,0.2785797119140625
753,json_75,False,0.30467796325683594
754,cham_100,False,0.266970157623291
755,hello_10,False,0.823826789855957
756,lin_pack_100,False,0.3109622001647949
757,cham_75,False,0.2844228744506836
758,train_100,False,9.022732257843018
759,json_100,False,0.5059189796447754
760,hello_10,False,0.27743077278137207
761,cnn_75,False,1.9448895454406738
762,cham_100,False,0.35457348823547363
763,cnn_40,False,2.5360653400421143
764,train_75,False,9.616761684417725
765,gzip_75,False,0.7154347896575928
766,json_40,False,0.7060015201568604
767,gzip_100,False,0.7149207592010498
768,cham_100,False,0.3934764862060547
769,gzip_100,False,0.6347091197967529
770,train_75,False,9.401390552520752
771,aes_40,False,0.7458643913269043
772,cham_75,False,0.28514528274536133
773,dd_10,False,0.46026086807250977
774,hello_75,False,1.1098473072052002
775,cnn_75,False,2.336909055709839
776,aes_100,False,0.8465769290924072
777,json_75,False,0.4289283752441406
778,float_75,False,0.2463681697845459
779,gzip_100,False,0.5593676567077637
780,image_10,False,6.7382402420043945
781,float_40,False,0.23718547821044922
782,hello_100,False,0.24869751930236816
783,dd_40,False,0.46765923500061035
784,float_75,False,1.2259438037872314
785,gzip_100,False,0.9844775199890137
786,image_100,False,7.689589023590088
