Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/v1/web/afuerst/default/aes_100,76,0,1300.0,3106.8430078264914,471.6853443533182,28917.481169104576,51.81578947368421,0.12678905518485672,0.0,1300,1800,2100,2500,13000,14000,19000,29000,29000,29000,29000
GET,/api/v1/web/afuerst/default/aes_150,121,0,740.0,847.8883987077135,427.463554777205,1894.6972638368607,51.925619834710744,0.20186152207062713,0.0,740,810,870,930,1300,1600,1800,1800,1900,1900,1900
GET,/api/v1/web/afuerst/default/aes_40,28,0,810.0,1042.9827961738088,636.8747418746352,2617.2372344881296,51.892857142857146,0.046711757173368264,0.0,820,990,1400,1600,1700,1800,2600,2600,2600,2600,2600
GET,/api/v1/web/afuerst/default/aes_75,62,0,1000.0,2316.075502714563,657.792423851788,22617.089462466538,51.82258064516129,0.10343317659817258,0.0,1100,1300,1700,1800,5000,8900,16000,23000,23000,23000,23000
GET,/api/v1/web/afuerst/default/cham_100,76,0,560.0,1455.1574145688821,219.0148839727044,13698.151806369424,5073.236842105263,0.12678905518485672,0.0,560,870,1300,1400,2400,11000,13000,14000,14000,14000,14000
GET,/api/v1/web/afuerst/default/cham_150,98,0,800.0,3296.5253329056563,49.982551485300064,31774.4503589347,5073.336734693878,0.1634911501067889,0.0,820,1200,1500,1800,13000,25000,31000,32000,32000,32000,32000
GET,/api/v1/web/afuerst/default/cham_40,35,0,780.0,2541.4841523926175,239.67187013477087,29611.997198313475,5073.285714285715,0.05838969646671033,0.0,780,1200,1400,1500,5600,16000,30000,30000,30000,30000,30000
GET,/api/v1/web/afuerst/default/cham_75,51,0,890.0,3253.05244452594,105.13640567660332,35115.686401724815,5073.294117647059,0.08508212913720647,0.0,890,1200,1400,1500,12000,22000,29000,35000,35000,35000,35000
GET,/api/v1/web/afuerst/default/cnn_100,81,2,3600.0,15230.84681753621,1925.8462330326438,60037.613773718476,72.82716049382717,0.13513044039438676,0.0033365540838120188,3600,4700,7000,40000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/cnn_150,123,4,3100.0,5296.471867975362,2072.7851446717978,31179.965713992715,69.66666666666667,0.20519807615443916,0.0066731081676240376,3100,4000,4400,4900,7800,20000,28000,30000,31000,31000,31000
GET,/api/v1/web/afuerst/default/cnn_40,31,1,2700.0,4054.4074647909692,2007.5591653585434,17974.19854067266,69.7741935483871,0.05171658829908629,0.0016682770419060094,2700,3300,3800,3900,6100,15000,18000,18000,18000,18000,18000
GET,/api/v1/web/afuerst/default/cnn_75,61,1,3200.0,4883.007832344804,2187.9117861390114,27739.257441833615,69.1639344262295,0.10176489955626657,0.0016682770419060094,3200,3300,4000,4500,7200,14000,27000,28000,28000,28000,28000
GET,/api/v1/web/afuerst/default/dd_100,84,0,2200.0,7706.131401748973,493.5478763654828,60030.548026785254,137.70238095238096,0.1401352715201048,0.0,2400,3300,4400,5000,23000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/dd_150,116,0,600.0,2384.3617496353672,284.91709008812904,60033.30138884485,141.48275862068965,0.1935201368610971,0.0,610,830,1400,1600,5200,12000,19000,20000,60000,60000,60000
GET,/api/v1/web/afuerst/default/dd_40,22,0,2700.0,9322.344837667928,631.2806671485305,60021.78497146815,139.1818181818182,0.03670209492193221,0.0,2700,3400,4000,4300,43000,51000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/dd_75,54,0,740.0,5579.57812750505,333.225566893816,60031.22375719249,139.75925925925927,0.09008696026292451,0.0,780,1300,1700,2200,18000,51000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/float_100,61,0,610.0,1839.859853559708,171.9311373308301,21465.28826467693,55.0,0.10176489955626657,0.0,610,880,1000,1100,1800,14000,18000,21000,21000,21000,21000
GET,/api/v1/web/afuerst/default/float_150,134,0,390.0,16261.098404081344,112.27553896605968,60042.74920839816,62.582089552238806,0.22354912361540527,0.0,440,3000,34000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/float_40,40,0,250.0,498.686522198841,145.35025600343943,4362.496508285403,54.975,0.06673108167624038,0.0,250,500,540,570,1200,1400,4400,4400,4400,4400,4400
GET,/api/v1/web/afuerst/default/float_75,63,0,280.0,501.9832512452489,117.12739430367947,5029.1336150839925,54.95238095238095,0.10510145364007858,0.0,280,380,460,710,950,1100,2900,5000,5000,5000,5000
GET,/api/v1/web/afuerst/default/gzip_100,83,0,1500.0,14438.399404343441,331.0138797387481,60036.463947966695,89.144578313253,0.13846699447819877,0.0,1500,2200,13000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/gzip_150,112,0,690.0,1144.4449448442485,397.5059799849987,13652.291321195662,90.35714285714286,0.18684702869347306,0.0,700,800,980,1200,1900,2500,3900,13000,14000,14000,14000
GET,/api/v1/web/afuerst/default/gzip_40,39,0,1600.0,16445.710896777036,449.824976734817,60028.047716245055,88.8974358974359,0.06506280463433436,0.0,1600,2000,60000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/gzip_75,51,0,1200.0,2098.2765893944925,565.0429120287299,20001.198501326144,90.2156862745098,0.08508212913720647,0.0,1200,1700,2200,2400,3600,8600,9000,20000,20000,20000,20000
GET,/api/v1/web/afuerst/default/hello_100,77,0,160.0,389.8591299771102,20.326743833720684,2294.046058319509,63.96103896103896,0.12845733222676273,0.0,160,180,520,770,1000,1200,1900,2300,2300,2300,2300
