Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/v1/web/afuerst/default/aes_100,75,0,4000.0,5642.451959848404,655.2573181688786,20967.51121804118,51.32,0.12501745875109768,0.0,4000,6000,7600,8900,13000,17000,20000,21000,21000,21000,21000
GET,/api/v1/web/afuerst/default/aes_150,130,0,740.0,852.0740920176299,548.4354989603162,1773.9932462573051,51.97692307692308,0.21669692850190264,0.0,740,810,870,1100,1300,1500,1700,1700,1800,1800,1800
GET,/api/v1/web/afuerst/default/aes_40,33,0,770.0,918.744103898379,550.0560039654374,2281.8022780120373,52.03030303030303,0.05500768185048298,0.0,770,830,930,1100,1500,1800,2300,2300,2300,2300,2300
GET,/api/v1/web/afuerst/default/aes_75,48,0,60000.0,43830.94596208927,675.2753518521786,60048.50613884628,76.0625,0.08001117360070252,0.0,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/cham_100,92,0,690.0,1182.723006810588,108.69002994149923,15220.233114436269,5073.434782608696,0.1533547494013465,0.0,700,1200,1300,1400,2000,3000,7100,15000,15000,15000,15000
GET,/api/v1/web/afuerst/default/cham_150,96,0,1400.0,12958.825109584723,296.73214443027973,60031.37199860066,4293.5625,0.16002234720140504,0.0,1400,2200,3200,35000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/cham_40,31,0,1200.0,16786.838762221796,276.003765873611,60025.51458310336,4911.709677419355,0.051673882950453706,0.0,1200,11000,47000,50000,54000,58000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/cham_75,65,0,840.0,1976.8878746921052,50.74659734964371,28624.476430937648,5073.369230769231,0.10834846425095132,0.0,840,1300,1500,1700,2200,4200,27000,29000,29000,29000,29000
GET,/api/v1/web/afuerst/default/cnn_100,67,2,6800.0,9150.790232080799,2122.1418799832463,28062.65114620328,69.0,0.11168226315098059,0.0033337989000292714,6800,9200,11000,14000,22000,24000,26000,28000,28000,28000,28000
GET,/api/v1/web/afuerst/default/cnn_150,128,2,4100.0,19298.101953703735,1840.554865077138,60028.86394876987,73.625,0.21336312960187337,0.0033337989000292714,4200,6600,60000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/cnn_40,28,0,5000.0,21364.17251346367,2262.945832684636,60121.14490754902,71.21428571428571,0.0466731846004098,0.0,5300,21000,56000,56000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/cnn_75,53,3,3400.0,4930.915401492901,2031.0569815337658,37646.38008270413,70.64150943396227,0.0883456708507757,0.0050006983500439075,3400,3800,4200,4800,6500,14000,26000,38000,38000,38000,38000
GET,/api/v1/web/afuerst/default/dd_100,79,0,1300.0,4988.616298754476,419.21534202992916,39599.22276902944,141.70886075949366,0.13168505655115623,0.0,1300,1800,2600,3200,31000,37000,39000,40000,40000,40000,40000
