Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/v1/web/afuerst/default/aes_100,67,0,4100.0,7126.605872189932,666.2981100380421,23519.04407888651,51.16417910447761,0.11168599212647098,0.0,4100,9000,13000,15000,18000,18000,20000,24000,24000,24000,24000
GET,/api/v1/web/afuerst/default/aes_150,118,0,720.0,828.7014179720969,483.2044616341591,1958.5934756323695,52.04237288135593,0.19670070255109814,0.0,730,800,900,980,1200,1600,1800,1800,2000,2000,2000
GET,/api/v1/web/afuerst/default/aes_40,23,0,710.0,916.9240117316012,524.3805283680558,3155.271696858108,51.91304347826087,0.03833996744640049,0.0,710,790,840,990,1700,1700,3200,3200,3200,3200,3200
GET,/api/v1/web/afuerst/default/aes_75,67,0,3600.0,22677.98932948942,787.7425476908684,60044.60113868117,62.46268656716418,0.11168599212647098,0.0,3600,48000,60000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/cham_100,86,0,580.0,911.9354101157812,172.71045874804258,8964.585128240287,5073.325581395349,0.14335813914741052,0.0,610,830,1100,1300,1800,2300,4000,9000,9000,9000,9000
GET,/api/v1/web/afuerst/default/cham_150,82,0,1300.0,5677.385299000889,237.85067722201347,60024.85646959394,4829.5609756097565,0.13669031872194956,0.0,1300,1900,2100,2700,9900,44000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/cham_40,32,0,1600.0,10850.95670670853,381.1959233134985,60026.926500722766,4916.5625,0.053342563403687634,0.0,1600,12000,14000,14000,44000,49000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/cham_75,51,0,860.0,3790.6554333281283,208.62046629190445,44817.44998507202,5073.176470588235,0.08501471042462716,0.0,860,1500,1900,2300,4700,34000,40000,45000,45000,45000,45000
GET,/api/v1/web/afuerst/default/cnn_100,89,2,7500.0,13952.530537459874,1933.887111954391,60032.22328238189,70.26966292134831,0.14835900446650624,0.003333910212730477,7500,9800,19000,21000,52000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/cnn_150,130,1,4100.0,13092.813831782685,1762.706995010376,60038.683300837874,70.93076923076923,0.216704163827481,0.0016669551063652386,4200,5200,6400,8200,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/cnn_40,27,0,6700.0,18990.02661745719,3069.946059025824,60027.660998515785,70.70370370370371,0.04500778787186144,0.0,6700,21000,24000,32000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/cnn_75,71,3,3300.0,5268.382924608886,1950.6650231778622,55624.8654415831,70.16901408450704,0.11835381255193193,0.005000865319095715,3300,3800,4200,4300,6300,22000,31000,56000,56000,56000,56000
GET,/api/v1/web/afuerst/default/dd_100,92,0,1500.0,4307.460734752291,415.1623034849763,47398.561431095004,141.65217391304347,0.15335986978560195,0.0,1500,2100,2700,3300,6200,35000,41000,47000,47000,47000,47000
GET,/api/v1/web/afuerst/default/dd_150,132,0,2000.0,3372.737404812748,444.1190417855978,43047.360418364406,141.81060606060606,0.22003807404021147,0.0,2000,2700,3100,3400,5000,5800,37000,43000,43000,43000,43000
GET,/api/v1/web/afuerst/default/dd_40,26,0,410.0,585.304433444085,343.8748149201274,2006.336523219943,142.3846153846154,0.043340832765496204,0.0,410,460,570,740,1200,1200,2000,2000,2000,2000,2000
GET,/api/v1/web/afuerst/default/dd_75,57,0,1500.0,3775.583847115437,384.6445670351386,44224.58846587688,141.08771929824562,0.09501644106281859,0.0,1500,3200,3900,5400,6100,8400,36000,44000,44000,44000,44000
GET,/api/v1/web/afuerst/default/float_100,72,0,780.0,2021.669285863431,26.36099699884653,38053.78395412117,54.93055555555556,0.12002076765829717,0.0,830,1200,1500,1800,3200,10000,16000,38000,38000,38000,38000
GET,/api/v1/web/afuerst/default/float_150,123,0,260.0,1652.62232795812,29.79159541428089,60032.04331174493,55.333333333333336,0.20503547808292433,0.0,260,450,940,1600,4700,5400,7200,9800,60000,60000,60000
GET,/api/v1/web/afuerst/default/float_40,41,0,260.0,2738.574362723384,177.66475770622492,60029.36958801001,55.78048780487805,0.06834515936097478,0.0,260,900,2800,3300,4500,5600,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/float_75,70,0,150.0,301.93183484620283,116.41766503453255,1582.2020266205072,55.08571428571429,0.1166868574455667,0.0,150,170,210,510,870,1100,1100,1600,1600,1600,1600
GET,/api/v1/web/afuerst/default/gzip_100,72,0,600.0,680.9013318141094,408.02179649472237,1408.686300739646,90.56944444444444,0.12002076765829717,0.0,610,680,770,790,1100,1200,1300,1400,1400,1400,1400
GET,/api/v1/web/afuerst/default/gzip_150,110,0,1100.0,1464.287763630802,465.7001504674554,9950.589070096612,90.42727272727272,0.18336506170017625,0.0,1100,1400,1600,1800,2400,4100,6000,8400,10000,10000,10000
GET,/api/v1/web/afuerst/default/gzip_40,40,0,910.0,1647.8212606860325,485.43234821408987,12562.981067225337,90.575,0.06667820425460955,0.0,950,1300,1600,1700,2600,10000,13000,13000,13000,13000,13000
GET,/api/v1/web/afuerst/default/gzip_75,57,0,580.0,688.4010234978376,386.5136578679085,1493.0768217891455,90.45614035087719,0.09501644106281859,0.0,580,620,670,710,1200,1400,1500,1500,1500,1500,1500
GET,/api/v1/web/afuerst/default/hello_100,87,0,740.0,3047.705038547002,170.803084038198,45896.946649067104,63.94252873563219,0.14502509425377574,0.0,740,1100,1500,1800,3100,28000,39000,46000,46000,46000,46000
GET,/api/v1/web/afuerst/default/hello_150,116,0,1100.0,2759.641700062965,231.0187416151166,40676.38302501291,63.94827586206897,0.19336679233836768,0.0,1200,1600,2000,2100,2500,12000,32000,41000,41000,41000,41000
GET,/api/v1/web/afuerst/default/hello_40,29,0,150.0,299.64711494615364,113.38889040052891,1177.384477108717,63.96551724137931,0.04834169808459192,0.0,150,180,230,370,940,1100,1200,1200,1200,1200,1200
GET,/api/v1/web/afuerst/default/hello_75,51,0,240.0,1983.9605529080418,22.797463461756706,9508.3744013682,63.68627450980392,0.08501471042462716,0.0,240,950,4500,5200,6000,8400,8900,9500,9500,9500,9500
GET,/api/v1/web/afuerst/default/image_100,64,0,7600.0,8759.90608711436,6284.350539557636,22492.39648785442,51.046875,0.10668512680737527,0.0,7600,8400,9300,10000,11000,14000,22000,22000,22000,22000,22000
GET,/api/v1/web/afuerst/default/image_150,108,0,19000.0,30158.29898049641,7198.700750246644,60039.20049779117,58.30555555555556,0.18003115148744575,0.0,19000,43000,54000,60000,60000,60000,60000,60000,60000,60000,60000
