Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/v1/web/afuerst/default/aes_100,30,0,1600.0,13096.02884016931,664.8584427312016,60029.28983978927,57.36666666666667,0.05005707184597202,0.0,1600,2000,4900,44000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/aes_150,63,0,1100.0,9863.279122563581,547.9113310575485,60029.468768276274,54.53968253968254,0.10511985087654124,0.0,1100,1700,2600,4400,42000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/aes_40,20,0,2500.0,16961.113346228376,687.6132013276219,60027.20926236361,56.4,0.03337138123064801,0.0,2500,17000,37000,52000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/aes_75,29,0,1900.0,19680.464513696217,687.430621124804,60036.23114340007,59.86206896551724,0.04838850278443962,0.0,1900,24000,46000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/cham_100,38,0,920.0,11611.717163781193,148.49071763455868,60027.18704100698,4548.184210526316,0.06340562433823123,0.0,1300,2000,5900,28000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/cham_150,39,0,1000.0,9528.28241696056,176.56550370156765,60027.614743448794,4689.384615384615,0.06507419339976363,0.0,1000,1500,6400,15000,52000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/cham_40,17,0,5600.0,22007.34992549919,169.8582898825407,60043.11116784811,3899.5882352941176,0.028365674046050813,0.0,5600,40000,43000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/cham_75,24,0,1100.0,16912.195514693547,147.28486351668835,60025.23136977106,4449.791666666667,0.040045657476777616,0.0,1400,1500,50000,56000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/cnn_100,33,0,3400.0,20840.129483491182,1761.4404736086726,60038.80979400128,72.06060606060606,0.05506277903056922,0.0,3400,21000,47000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/cnn_150,74,0,3100.0,16460.839412074434,1832.914823666215,60035.48141382635,71.12162162162163,0.12347411055339765,0.0,3200,5400,27000,49000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/cnn_40,18,0,7800.0,19503.292134600793,1806.0722099617124,60025.89452825487,69.88888888888889,0.030034243107583212,0.0,9500,20000,26000,45000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/cnn_75,32,0,5800.0,16723.889396584127,1648.8408092409372,60041.95289500058,70.34375,0.05339420996903682,0.0,6000,16000,23000,24000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/dd_100,30,0,1700.0,15561.813690451285,377.5980565696955,60037.35244367272,132.3,0.05005707184597202,0.0,1900,3700,28000,51000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/dd_150,49,0,1900.0,12825.719556391086,386.99430227279663,60027.57131308317,134.6734693877551,0.08175988401508763,0.0,1900,4100,15000,23000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/dd_40,13,0,16000.0,29023.222581555063,320.39186265319586,60036.815121769905,120.0,0.02169139779992121,0.0,16000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/dd_75,24,0,2900.0,19316.890805649262,427.77849454432726,60032.42801595479,131.83333333333334,0.040045657476777616,0.0,3000,17000,46000,53000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/float_100,26,0,1900.0,14818.289812797537,147.8611920028925,60030.61381820589,60.5,0.04338279559984242,0.0,2000,4300,17000,35000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/float_150,55,0,1400.0,11780.51482886076,133.85702576488256,60030.254299752414,56.74545454545454,0.09177129838428204,0.0,1400,2200,17000,30000,52000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/float_40,15,0,4100.0,19186.506694803636,137.7027267590165,60037.8011232242,60.6,0.02502853592298601,0.0,4100,13000,43000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/float_75,32,0,1100.0,16391.799795615952,136.55123207718134,60038.40365447104,59.3125,0.05339420996903682,0.0,1100,12000,37000,41000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/gzip_100,33,0,1800.0,14461.81327796005,557.3219945654273,60048.97854384035,89.51515151515152,0.05506277903056922,0.0,1800,5400,23000,41000,51000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/gzip_150,58,0,1200.0,8323.372952945145,443.5597397387028,60033.65468792617,90.08620689655173,0.09677700556887923,0.0,1300,1600,3100,4100,47000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/gzip_40,21,0,3500.0,23983.675528849875,562.8063315525651,60025.593743659556,89.57142857142857,0.03503995029218041,0.0,3500,43000,48000,50000,56000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/gzip_75,26,0,1600.0,17616.387369827582,569.8840599507093,60053.62903513014,89.26923076923077,0.04338279559984242,0.0,1600,9900,43000,50000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/hello_100,26,0,1600.0,16011.361082406858,151.53063368052244,60045.857060700655,66.92307692307692,0.04338279559984242,0.0,2000,17000,29000,34000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/hello_150,53,0,910.0,8968.393502458228,140.52254240959883,60034.116114489734,65.01886792452831,0.08843416026121724,0.0,910,1200,1400,10000,39000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/hello_40,18,0,2100.0,20007.107908889237,230.99887650460005,60030.4582985118,68.38888888888889,0.030034243107583212,0.0,4600,22000,37000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/hello_75,32,0,1500.0,23062.222777778516,148.48912600427866,60041.07653815299,69.875,0.05339420996903682,0.0,1700,50000,60000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/image_100,30,0,12000.0,23095.973615006853,6681.623296812177,60075.09414386004,56.53333333333333,0.05005707184597202,0.0,12000,19000,33000,56000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/image_150,36,0,7800.0,19075.60399464435,6556.985702365637,60044.16352324188,56.55555555555556,0.060068486215166424,0.0,8500,11000,19000,23000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/image_40,13,0,23000.0,33345.355797917226,6471.797024831176,60033.10765326023,61.15384615384615,0.02169139779992121,0.0,23000,54000,60000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/image_75,28,0,7700.0,16362.064510484093,6645.460471510887,60027.523207478225,54.392857142857146,0.04671993372290722,0.0,8100,8600,11000,28000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/json_100,33,0,1600.0,9361.672328502842,309.8756531253457,60020.68720199168,227.36363636363637,0.05506277903056922,0.0,1600,2400,2700,16000,40000,49000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/json_150,51,0,1200.0,9880.474196345198,185.38897298276424,60029.70220334828,266.921568627451,0.08509702213815243,0.0,1200,2200,6000,13000,41000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/json_40,13,0,1900.0,21251.697526743206,660.8835142105818,60030.618716962636,227.23076923076923,0.02169139779992121,0.0,1900,21000,60000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/json_75,21,0,2100.0,17410.0197523921,248.13019949942827,60027.69221737981,218.8095238095238,0.03503995029218041,0.0,2100,6600,42000,47000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/lin_pack_100,36,0,1500.0,20818.76960409702,141.61411207169294,60035.28906404972,103.0,0.060068486215166424,0.0,1900,31000,46000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/lin_pack_150,54,0,1000.0,15759.240896165094,155.8612324297428,60041.9561304152,103.83333333333333,0.09010272932274964,0.0,1100,2600,27000,59000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/lin_pack_40,8,0,920.0,6156.947844894603,468.048301525414,24175.611323677003,107.625,0.013348552492259205,0.0,1100,4100,17000,17000,24000,24000,24000,24000,24000,24000,24000
GET,/api/v1/web/afuerst/default/lin_pack_75,32,0,1300.0,13719.530989881605,148.50143622606993,60036.11531946808,104.375,0.05339420996903682,0.0,1300,3400,27000,28000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/train_100,46,0,12000.0,24391.685232317643,8381.063198670745,60040.58716725558,55.869565217391305,0.07675417683049043,0.0,12000,20000,47000,52000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/train_150,47,0,10000.0,18457.41140503595,8586.99097391218,60033.75616669655,54.40425531914894,0.07842274589202283,0.0,10000,12000,13000,22000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/train_40,9,0,14000.0,23681.172082718047,9323.574600741267,60026.51505265385,58.111111111111114,0.015017121553791606,0.0,14000,17000,23000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/train_75,21,0,11000.0,28628.6425492948,8738.361613824964,60032.37286116928,58.857142857142854,0.03503995029218041,0.0,11000,53000,56000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/video_100,44,0,9600.0,23007.9273537267,5621.250974014401,60029.97447177768,59.0,0.07341703870742564,0.0,11000,22000,35000,60000,60000,60000,60000,60000,60000,60000,60000
