Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1636669914,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1636669915,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1636669916,10,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1636669917,15,,Aggregated,0.000000,0.000000,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,2,0,1400.0,1422.2145527601242,1393.4538755565882,1450.9752299636602,81.0
1636669918,20,,Aggregated,0.000000,0.000000,1500,1500,1600,1600,1600,1600,1600,1600,1600,1600,1600,4,0,1400.0,1358.7275797035545,996.6834485530853,1593.7977647408843,76.25
1636669919,25,,Aggregated,0.666667,0.000000,1500,1500,1500,1600,1600,1600,1600,1600,1600,1600,1600,5,0,1500.0,1386.7187019437551,996.6834485530853,1593.7977647408843,1075.6
1636669920,30,,Aggregated,0.750000,0.000000,1500,1600,1600,1600,5900,5900,5900,5900,5900,5900,5900,8,0,1500.0,1907.562185660936,788.9682361856103,5911.206925287843,1319.625
1636669921,35,,Aggregated,0.800000,0.000000,1500,1600,1600,5800,5900,5900,5900,5900,5900,5900,5900,10,0,1500.0,2254.772505816072,788.9682361856103,5911.206925287843,1164.5
1636669922,40,,Aggregated,1.000000,0.000000,1500,1600,2600,2600,5800,5900,5900,5900,5900,5900,5900,12,0,1500.0,2169.8901400280497,788.9682361856103,5911.206925287843,979.9166666666666
1636669923,45,,Aggregated,1.285714,0.000000,1500,1600,1600,2600,5800,5900,5900,5900,5900,5900,5900,14,0,1500.0,2028.5186486850891,788.9682361856103,5911.206925287843,1564.7142857142858
1636669924,50,,Aggregated,1.375000,0.000000,1500,1600,1600,2600,5900,7600,7600,7600,7600,7600,7600,18,0,1500.0,2241.1099321001934,788.9682361856103,7598.385128192604,1234.2222222222222
1636669925,55,,Aggregated,1.444444,0.000000,1500,1600,1600,2600,5900,7600,7600,7600,7600,7600,7600,20,0,1500.0,2158.8827746920288,788.9682361856103,7598.385128192604,1371.5
1636669926,60,,Aggregated,1.444444,0.000000,1500,1600,2600,5800,7600,9000,11000,11000,11000,11000,11000,23,0,1500.0,2824.340077441024,788.9682361856103,10611.487382091582,1200.9130434782608
1636669927,65,,Aggregated,1.900000,0.000000,1600,1800,5800,5900,11000,12000,13000,13000,13000,13000,13000,27,0,1600.0,3462.7624542831823,788.9682361856103,12882.441142573953,1037.6666666666667
1636669928,70,,Aggregated,1.900000,0.000000,1600,1800,5800,5900,11000,12000,13000,13000,13000,13000,13000,28,0,1500.0,3346.6434386625356,211.43001690506935,12882.441142573953,1004.4642857142857
1636669929,70,,Aggregated,2.300000,0.000000,1600,5800,7900,8800,12000,13000,14000,14000,14000,14000,14000,35,0,1600.0,4236.709496751428,211.43001690506935,13974.703511223197,816.6857142857143
1636669930,70,,Aggregated,2.300000,0.000000,1600,5900,8600,9000,12000,13000,14000,14000,14000,14000,14000,37,0,1600.0,4617.542336317333,211.43001690506935,13974.703511223197,776.4054054054054
1636669931,70,,Aggregated,2.500000,0.000000,1800,7600,9000,11000,13000,14000,17000,17000,17000,17000,17000,40,0,1600.0,5048.705711984076,211.43001690506935,17005.01799862832,746.625
1636669932,70,,Aggregated,3.100000,0.000000,1600,7600,9000,11000,13000,14000,17000,17000,17000,17000,17000,43,0,1600.0,5141.03603235251,211.43001690506935,17415.097381919622,814.9302325581396
1636669933,70,,Aggregated,3.100000,0.000000,1800,8100,9000,11000,13000,16000,17000,17000,17000,17000,17000,47,0,1800.0,5399.402734506479,211.43001690506935,17415.097381919622,752.2127659574468
1636669934,70,,Aggregated,2.900000,0.000000,1800,7900,9000,11000,13000,16000,17000,17000,17000,17000,17000,48,0,1600.0,5308.904444274958,211.43001690506935,17415.097381919622,738.8333333333334
1636669935,70,,Aggregated,3.100000,0.000000,1900,8500,9300,12000,14000,16000,17000,17000,17000,17000,17000,52,0,1800.0,5677.121070804647,211.43001690506935,17415.097381919622,688.0961538461538
1636669936,70,,Aggregated,3.100000,0.000000,2100,8600,11000,13000,16000,17000,17000,19000,19000,19000,19000,57,0,2100.0,6214.173942559251,211.43001690506935,19414.908779785037,809.7368421052631
1636669937,70,,Aggregated,3.100000,0.000000,2600,8800,12000,13000,16000,17000,17000,19000,19000,19000,19000,58,0,2100.0,6403.667434134745,211.43001690506935,19414.908779785037,796.8620689655172
1636669938,70,,Aggregated,3.100000,0.000000,2600,9000,12000,13000,16000,17000,19000,20000,20000,20000,20000,63,0,2600.0,6651.892820609703,211.43001690506935,20218.611483462155,741.0952380952381
1636669939,70,,Aggregated,3.100000,0.000000,5800,9000,12000,13000,16000,17000,19000,20000,20000,20000,20000,64,0,2600.0,6736.65576458734,211.43001690506935,20218.611483462155,730.296875
1636669940,70,,Aggregated,3.300000,0.000000,5900,9300,13000,14000,17000,17000,20000,22000,22000,22000,22000,66,0,5800.0,7077.732641955443,211.43001690506935,22425.662570632994,709.6818181818181
