Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/v1/web/afuerst/default/aes_100,70,0,1900.0,5046.602057106793,768.7807232141495,60028.02815847099,52.82857142857143,0.1167319874511132,0.0,1900,2500,2900,3400,5700,35000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/aes_150,139,0,790.0,1504.3905537655885,483.76224283128977,15395.915305241942,51.84892086330935,0.2317963750814962,0.0,790,1100,1400,1700,2600,4000,13000,14000,15000,15000,15000
GET,/api/v1/web/afuerst/default/aes_40,25,0,1600.0,7589.88969527185,707.2461536154151,59396.720324642956,51.36,0.04168999551825471,0.0,1600,2800,3600,9700,17000,54000,59000,59000,59000,59000,59000
GET,/api/v1/web/afuerst/default/aes_75,55,0,2100.0,7829.13352262906,554.7835482284427,60029.576449655,52.96363636363636,0.09171799014016037,0.0,2100,3200,3800,5300,39000,56000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/cham_100,81,0,730.0,2341.2509923110956,64.33863006532192,40363.29625733197,5073.185185185185,0.13507558547914528,0.0,730,1100,1500,1800,2400,14000,22000,40000,40000,40000,40000
GET,/api/v1/web/afuerst/default/cham_150,100,0,1200.0,2650.1587545964867,280.2170319482684,56178.34438383579,5073.41,0.16675998207301884,0.0,1200,1500,1700,2000,3400,10000,38000,56000,56000,56000,56000
GET,/api/v1/web/afuerst/default/cham_40,36,0,860.0,10839.057301843746,200.86182095110416,60026.70865319669,4934.527777777777,0.06003359354628678,0.0,990,2100,4300,4400,49000,59000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/cham_75,57,0,890.0,7132.403118650249,180.40945939719677,60069.34217829257,4723.2807017543855,0.09505318978162074,0.0,890,1700,2400,3100,27000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/cnn_100,69,2,3200.0,7975.38340439939,1974.2760453373194,60057.50242806971,70.15942028985508,0.115064387630383,0.003335199641460377,3200,4400,6100,8100,18000,33000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/cnn_150,124,6,3300.0,6692.293032125059,1973.1447398662567,60029.111213982105,70.39516129032258,0.20678237777054337,0.01000559892438113,3300,4000,4700,5300,12000,34000,46000,53000,60000,60000,60000
GET,/api/v1/web/afuerst/default/cnn_40,31,0,3200.0,10574.729211748609,2054.5215979218483,60023.97133875638,68.87096774193549,0.05169559444263584,0.0,3200,7400,14000,16000,29000,34000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/cnn_75,51,1,3500.0,5705.591049173153,1848.8370021805167,60033.50949473679,69.66666666666667,0.0850475908572396,0.0016675998207301885,3500,4100,4900,5400,8100,15000,27000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/dd_100,73,0,2300.0,8182.364873332928,334.34448670595884,60028.39672751725,136.986301369863,0.12173478691330376,0.0,2300,3200,3900,4500,27000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/dd_150,96,0,54000.0,39408.54658944105,1485.535480082035,60071.83532696217,114.34375,0.16008958279009808,0.0,54000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/dd_40,32,0,2600.0,8528.63419946516,364.347942173481,57611.39253899455,141.5,0.05336319426336603,0.0,2600,3200,3700,9400,32000,52000,58000,58000,58000,58000,58000
GET,/api/v1/web/afuerst/default/dd_75,55,0,2100.0,10134.25687214529,392.13883597403765,60055.977820418775,136.6727272727273,0.09171799014016037,0.0,2100,2800,6000,16000,45000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/float_100,64,0,830.0,8413.303528956021,128.98998148739338,60050.232104957104,56.34375,0.10672638852673207,0.0,870,1200,1800,2500,51000,57000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/float_150,119,0,220.0,784.2247115776819,21.03605307638645,23379.974934272468,55.0672268907563,0.19844437866689243,0.0,220,250,290,320,1200,1800,7900,19000,23000,23000,23000
GET,/api/v1/web/afuerst/default/float_40,29,0,590.0,6539.71034609552,164.0338869765401,60028.237408958375,55.86206896551724,0.04836039480117547,0.0,590,1200,1500,7100,21000,48000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/float_75,55,0,440.0,2238.4540042247286,122.36570287495852,47488.985853269696,55.09090909090909,0.09171799014016037,0.0,440,750,1100,1400,3300,9600,20000,47000,47000,47000,47000
GET,/api/v1/web/afuerst/default/gzip_100,65,0,1200.0,4762.6578588898365,304.58507034927607,60023.75178691,90.01538461538462,0.10839398834746225,0.0,1200,1600,2100,2900,6100,22000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/gzip_150,120,0,1200.0,2037.5690788573895,378.0497061088681,50204.27195634693,90.25833333333334,0.2001119784876226,0.0,1200,1500,1800,2000,3200,3900,6300,20000,50000,50000,50000
GET,/api/v1/web/afuerst/default/gzip_40,28,0,1600.0,4860.422850619735,542.1881396323442,60028.51150557399,89.85714285714286,0.046692794980445276,0.0,1800,2500,3000,3200,12000,22000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/gzip_75,64,0,1500.0,3951.0062880144687,621.4292598888278,58421.89678456634,90.359375,0.10672638852673207,0.0,1600,2000,2700,2900,4300,10000,46000,58000,58000,58000,58000
GET,/api/v1/web/afuerst/default/hello_100,83,0,210.0,548.6552493916039,35.25302745401859,14615.313955582678,63.95180722891566,0.13841078512060564,0.0,210,260,460,590,1000,1100,2500,15000,15000,15000,15000
GET,/api/v1/web/afuerst/default/hello_150,119,0,240.0,1383.1760159012777,31.18467703461647,60035.089084878564,64.32773109243698,0.19844437866689243,0.0,240,300,350,480,1000,1600,1900,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/hello_40,28,0,500.0,4623.912324829559,133.90149362385273,47110.76080612838,63.642857142857146,0.046692794980445276,0.0,890,1200,2100,2400,21000,23000,47000,47000,47000,47000,47000
GET,/api/v1/web/afuerst/default/hello_75,58,0,250.0,2942.5068612306795,160.5792474001646,57828.561736270785,63.87931034482759,0.09672078960235093,0.0,260,380,560,700,1700,45000,45000,58000,58000,58000,58000
GET,/api/v1/web/afuerst/default/image_100,77,0,8600.0,12993.211873371589,7019.7839150205255,60030.08651919663,51.79220779220779,0.1284051861962245,0.0,8600,9400,10000,12000,32000,48000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/image_150,86,0,8300.0,9504.283586452,6598.839024081826,24781.127222813666,51.116279069767444,0.1434135845827962,0.0,8400,9700,11000,12000,13000,14000,17000,25000,25000,25000,25000
GET,/api/v1/web/afuerst/default/image_40,27,0,11000.0,17701.561444956395,6921.694757416844,60030.36243095994,53.592592592592595,0.045025195159715085,0.0,11000,14000,16000,18000,52000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/image_75,53,0,11000.0,17674.18928548061,6652.6598343625665,60033.27224589884,53.58490566037736,0.08838279049869999,0.0,11000,13000,15000,31000,40000,60000,60000,60000,60000,60000,60000
GET,/api/v1/web/afuerst/default/json_100,77,0,540.0,911.0440551605705,91.84108581393957,13421.771781519055,93.46753246753246,0.1284051861962245,0.0,540,680,780,820,1200,1500,13000,13000,13000,13000,13000
GET,/api/v1/web/afuerst/default/json_150,112,0,410.0,768.2373563459676,181.20946642011404,15647.95690216124,93.5,0.1867711799217811,0.0,440,570,680,740,920,1700,3200,9900,16000,16000,16000
GET,/api/v1/web/afuerst/default/json_40,36,0,1100.0,4030.983867408294,273.5240012407303,60026.33744571358,92.88888888888889,0.06003359354628678,0.0,1100,1300,1900,2000,4700,30000,60000,60000,60000,60000,60000
